time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
366;19,154556;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
367;19,154324;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
368;19,154089;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
369;19,153854;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
370;19,153622;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
371;19,153387;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
372;19,153152;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
373;19,15292;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
374;19,152685;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
375;19,152452;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
376;19,152218;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
377;19,151983;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
378;19,15175;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
379;19,151516;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
380;19,151281;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
381;19,151049;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
382;19,150814;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
383;19,150581;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
384;19,150347;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
385;19,150112;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
386;19,14988;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
387;19,149645;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
388;19,14941;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
389;19,149178;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
390;19,148943;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
391;19,14871;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
392;19,148476;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
393;19,148241;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
394;19,148008;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
395;19,147774;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
396;19,14754;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
397;19,147306;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
398;19,147072;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
399;19,14684;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
400;19,146605;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
401;19,14637;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
402;19,146137;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
403;19,145903;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
404;19,145668;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
405;19,145435;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
406;19,1452;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
407;19,144968;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
408;19,144733;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
409;19,144499;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
410;19,144266;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
411;19,144032;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
412;19,143797;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
413;19,143564;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
414;19,14333;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
415;19,143097;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
416;19,142862;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
417;19,142628;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
418;19,142395;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
419;19,14216;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
420;19,141926;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
421;19,141693;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
422;19,141459;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
423;19,141226;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
424;19,140991;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
425;19,140757;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
426;19,140524;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
427;19,14029;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
428;19,140055;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
429;19,139822;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
430;19,139587;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
431;19,139355;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
432;19,13912;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
433;19,138885;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
434;19,138653;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
435;19,138418;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
436;19,138184;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
437;19,13795;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
438;19,137716;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
439;19,137484;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
440;19,137249;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
441;19,137014;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
442;19,136782;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
443;19,136547;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
444;19,136312;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
445;19,13608;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
446;19,135845;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
447;19,135612;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
448;19,135378;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
449;19,135143;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
450;19,13491;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
451;19,134676;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
452;19,134441;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
453;19,134209;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
454;19,133974;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
455;19,133741;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
456;19,133507;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
457;19,133272;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
458;19,13304;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
459;19,132805;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
460;19,13257;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
461;19,132338;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
462;19,132103;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
463;19,13187;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
464;19,131636;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
465;19,131401;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
466;19,131168;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
467;19,130934;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
468;19,1307;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
469;19,130466;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
470;19,130232;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
471;19,13;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
472;19,129765;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
473;19,12953;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
474;19,129297;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
475;19,129063;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
476;19,128828;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
477;19,128595;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
478;19,12836;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
479;19,128128;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
480;19,127893;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
481;19,127659;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
482;19,127426;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
483;19,127192;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
484;19,126957;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
485;19,126724;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
486;19,12649;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
487;19,126257;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
488;19,126022;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
489;19,125788;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
490;19,125555;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
491;19,12532;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
492;19,125086;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
493;19,124853;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
494;19,124619;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
495;19,124386;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
496;19,124151;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
497;19,123917;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
498;19,123684;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
499;19,12345;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
500;19,123215;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
501;19,122982;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
502;19,122747;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
503;19,122515;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
504;19,12228;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
505;19,122046;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
506;19,121813;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
507;19,121578;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
508;19,121344;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
509;19,12111;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
510;19,120876;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
511;19,120644;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
512;19,120409;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
513;19,120174;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
514;19,119942;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
515;19,119707;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
516;19,119473;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
517;19,11924;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
518;19,119005;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
519;19,118773;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
520;19,118538;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
521;19,118303;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
522;19,11807;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
523;19,117836;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
524;19,117601;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
525;19,117369;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
526;19,117134;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
527;19,116901;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
528;19,116667;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
529;19,116432;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
530;19,1162;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
531;19,115965;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
532;19,11573;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
533;19,115498;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
534;19,115263;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
535;19,11503;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
536;19,114796;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
537;19,114561;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
538;19,114328;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
539;19,114094;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
540;19,11386;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
541;19,113626;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
542;19,113392;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
543;19,11316;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
544;19,112925;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
545;19,11269;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
546;19,112457;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
547;19,112223;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
548;19,111988;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
549;19,111755;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
550;19,11152;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
551;19,111288;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
552;19,111053;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
553;19,110819;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
554;19,110586;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
555;19,110352;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
556;19,110117;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
557;19,109884;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
558;19,10965;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
559;19,109417;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
560;19,109182;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
561;19,108948;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
562;19,108715;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
563;19,10848;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
564;19,108246;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
565;19,108013;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
566;19,107779;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
567;19,107546;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
568;19,107311;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
569;19,107077;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
570;19,106844;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
571;19,10661;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
572;19,106375;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
573;19,106142;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
574;19,105907;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
575;19,105675;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
576;19,10544;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
577;19,105206;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
578;19,104973;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
579;19,104738;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
580;19,104504;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
581;19,10427;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
582;19,104036;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
583;19,103804;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
584;19,103569;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
585;19,103334;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
586;19,103102;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
587;19,102867;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
588;19,102633;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
589;19,1024;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
590;19,102165;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
591;19,101933;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
592;19,101698;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
593;19,101463;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
594;19,10123;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
595;19,100996;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
596;19,100761;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
597;19,100529;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
598;19,100294;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
599;19,100061;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
600;19,099827;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
601;19,099592;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
602;19,09936;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
603;19,099125;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
604;19,09889;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
605;19,098658;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
606;19,098423;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
607;19,09819;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
608;19,097956;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
609;19,097721;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
610;19,097488;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
611;19,097254;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
612;19,09702;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
613;19,096786;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
614;19,096552;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
615;19,09632;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
616;19,096085;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
617;19,09585;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
618;19,095617;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
619;19,095383;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
620;19,095148;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
621;19,094915;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
622;19,09468;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
623;19,094448;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
624;19,094213;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
625;19,093979;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
626;19,093746;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
627;19,093512;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
628;19,093277;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
629;19,093044;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
630;19,09281;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
631;19,092577;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
632;19,092342;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
633;19,092108;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
634;19,091875;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
635;19,09164;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
636;19,091406;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
637;19,091173;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
638;19,090939;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
639;19,090706;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
640;19,090471;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
641;19,090237;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
642;19,090004;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
643;19,08977;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
644;19,089535;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
645;19,089302;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
646;19,089067;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
647;19,088835;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
648;19,0886;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
649;19,088366;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
650;19,088133;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
651;19,087898;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
652;19,087664;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
653;19,087431;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
654;19,087196;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
655;19,086964;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
656;19,08673;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
657;19,086494;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
658;19,086262;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
659;19,086027;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
660;19,085793;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
661;19,08556;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
662;19,085325;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
663;19,085093;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
664;19,084858;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
665;19,084623;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
666;19,08439;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
667;19,084156;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
668;19,083921;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
669;19,083689;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
670;19,083454;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
671;19,083221;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
672;19,082987;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
673;19,082752;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
674;19,08252;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
675;19,082285;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
676;19,08205;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
677;19,081818;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
678;19,081583;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
679;19,08135;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
680;19,081116;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
681;19,080881;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
682;19,080648;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
683;19,080414;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
684;19,08018;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
685;19,079947;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
686;19,079712;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
687;19,07948;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
688;19,079245;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
689;19,07901;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
690;19,078777;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
691;19,078543;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
692;19,078308;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
693;19,078075;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
694;19,07784;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
695;19,077608;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
696;19,077374;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
697;19,077139;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
698;19,076906;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
699;19,076672;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
700;19,076437;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
701;19,076204;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
702;19,07597;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
703;19,075737;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
704;19,075502;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
705;19,075268;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
706;19,075035;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
707;19,0748;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
708;19,074566;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
709;19,074333;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
710;19,074099;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
711;19,073866;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
712;19,073631;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
713;19,073397;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
714;19,073164;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
715;19,07293;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
716;19,072695;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
717;19,072462;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
718;19,072227;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
719;19,071995;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
720;19,07176;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
721;19,071526;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
722;19,071293;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
723;19,071058;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
724;19,070824;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
725;19,070591;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
726;19,070356;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
727;19,070124;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
728;19,06989;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
729;19,069654;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
730;19,069422;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
731;19,069187;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
732;19,068953;ecl;On;On;Receiver;Off;Off;Off;2,3388889E-4
